"NUTS_ID","cropland","livestock","waterstress","population"
"FRJ1",0.06707077343359,0.0148296034851199,0.0352228850741597,0.0132694707138573
"FRJ2",0.112326232819649,0.0448884995672732,0.0328414186372176,0.00858818154980677
"FRK1",0.0549339587402804,0.0360847786574264,0.0143774890373682,0.00668290483606246
"FRK2",0.0545983270380116,0.0489294962112887,0.0168583358959938,0.0194014011584176
"FRL0",0.0415448865126772,0.0106498591108388,0.0672562412537575,0.0210584515554582
"FRM0",0.0171240748359889,0.00958141378632967,0.0230314410208732,0.0047440432835049
"FRY1",0.0469296844937604,0.00322972081229421,0.0095980412986378,0.0337388864453628
"FRY2",0.05852381388043,0.0239916976780861,0.00482169356966391,0.0455079351476988
"FRY3",0.00060985030804654,0.00026546636065541,0.000210310163433336,6.58765511974443e-07
"FRY4",0,0.0684961379815082,0.0037727376059072,0.0455723958638569
"FRY5",0,0.00222624345695383,0,0.0934555074223018
"HR02",0.124539705578608,0.0437020103444666,0.00795770362879342,0.00572778159733097
"HR03",0.0188539595334959,0.00784923639615014,0.0110932846947904,0.00728201057526881
"HR05",0.105974678888539,0.0476172636623894,0.00951717374948108,0.171383652459661
"HR06",0.103434337981733,0.0840280074459475,0.00639323433938405,0.0133811344595226
"HU11",0.0671356542313581,0.414616006229835,0.191989201951142,0.452451672348351
"HU12",0.216423339624831,0.0969674055582361,0.118958266584849,0.0262789085593741
"HU21",0.195466566793272,0.0606882637893765,0.130226708024654,0.0127091974245975
"HU22",0.203067541058615,0.0595983191572196,0.030135712902473,0.0114789179922771
"HU23",0.206926870085547,0.0332401064915039,0.0328401170677999,0.00825361065124674
"HU31",0.151345708063575,0.0350959371457521,0.0503849267664492,0.0113316503983237
"HU32",0.230482827636352,0.0852889071396132,0.0673741594537521,0.0108970533558414
"HU33",0.244848877750502,0.0805421028122631,0.102523357578797,0.00897722708535318
"IE04",0.00828770137223496,0.0678880388626456,0.00371803418733488,0.00408356353497083
"IE05",0.0252791272124558,0.0409854484175262,0.00425668099134392,0.00690747392901784
"IE06",0.0322974330366199,0.0464670661506525,0.018858973518911,0.0215933462922124
"IS00",2.71031463952496e-05,0.000722219165553857,0.00043080746392673,NA
"ITC1",0.101985959932262,0.0533595882017373,0.0549606395972685,0.0230405163116423
"ITC2",0.00410498871866277,0.00184236937573278,0.0168592493448547,0.00487394518197957
"ITC3",0.0217858858275277,0.00313774032885933,0.0564758613188779,0.038821243957667
"ITC4",0.113092454918529,0.205835434076367,0.0613196269428317,0.0563238599553267
"ITF1",0.0877494944227801,0.0463221689181849,0.0543312084492138,0.0161401325007267
"ITF2",0.13761685920289,0.137686725008679,0.097228683021581,0.00905604069205773
"ITF3",0.111955839047236,0.0393668814828371,0.133369530425253,0.0575356559804214
"ITF4",0.229816591798121,0.0272030527694904,0.303117355548157,0.027982294887711
"ITF5",0.135451215678914,0.0102213130834669,0.162384352013841,0.00733497893161243
"ITF6",0.0899985964734927,0.0090940933444385,0.0988396481990273,0.0171409778996567
"ITG1",0.129664805457711,0.02739901565108,0.208233748121731,0.0260354796893845
"ITG2",0.0298675367409005,0.0256665167626307,0.0761928122774905,0.00883852201784738
"ITH1",0.0152317020453733,0.00532501218229089,0.012031183791877,0.00917056713965161
"ITH2",0.0243846112928988,0.0179012368535833,0.0210275070376615,0.0113668683292538
"ITH3",0.167855768243065,0.48922659552395,0.0294486618662269,0.0371704747885437
