"NUTS_ID","cropland","livestock","population","waterstress"
"DE24B",0.346075768315638,5593.39918154762,242.019175018344,0.547501473199754
"DE24C",0.595656607179014,5489.666015625,318.368374470282,0.547501468658447
"DE24D",0.281333827347631,7409.11888586957,216.02778816615,0.280795138815175
"DE251",0.95,15579.8567708333,619.78931474824,0.507084846496582
"DE252",0.568597321668812,6232.7529296875,2590.80945299463,0.547501444816589
"DE253",0.760942178998396,6173.383984375,7875.47025890227,0.547501468658447
"DE254",0.314730821722948,5846.39524147727,4110.669981505,0.547501477328214
"DE255",0.95,10027.53125,3379.24140230991,0.547501444816589
"DE256",0.479007536691594,15492.0949074074,154.745633516731,0.437100798995407
"DE257",0.524227883146479,6921.05588942308,1009.15684930256,0.547501453986535
"DE258",0.711364046443376,9818.75111607143,1900.53109475764,0.547501495906285
"DE259",0.179690505771556,11119.7935267857,535.405572718004,0.531281573431832
"DE25A",0.558818162165903,10107.7,118.30505673811,0.544037192208426
"DE25B",0.371617024972076,12830.3426339286,332.507105429102,0.517188991819109
