Location,NUTS_ID,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
"DE: Heilbronn, Stadtkreis",DE117,0.734,1.0,0.54,0.396,2
"DE: Heilbronn, Landkreis",DE118,0.731,0.781,0.538,0.307,2
"DE: Karlsruhe, Stadtkreis",DE122,0.773,0.471,0.564,0.205,2
"DE: Karlsruhe, Landkreis",DE123,0.726,0.4,0.574,0.167,1
DE: Schwalm-Eder-Kreis,DE735,0.754,0.546,0.367,0.151,1
DE: Waldeck-Frankenberg,DE736,0.734,0.432,0.455,0.144,1
"DE: Erfurt, Kreisfreie Stadt",DEG01,0.718,1.0,0.933,0.67,4
"DE: Gera, Kreisfreie Stadt",DEG02,0.74,0.951,0.934,0.657,4
"DE: Jena, Kreisfreie Stadt",DEG03,0.731,0.736,0.934,0.503,3
"DE: Suhl, Kreisfreie Stadt",DEG04,0.708,0.495,0.932,0.327,2
"DE: Weimar, Kreisfreie Stadt",DEG05,0.758,1.0,0.932,0.706,4
DE: Westerwaldkreis,DEB1B,0.706,0.068,0.832,0.04,1
DE: Cochem-Zell,DEB1C,0.739,0.467,0.865,0.299,2
DE: Rhein-Hunsrück-Kreis,DEB1D,0.751,0.173,0.866,0.113,1
"DE: Trier, Kreisfreie Stadt",DEB21,0.726,0.486,0.868,0.306,2
"DE: Schweinfurt, Landkreis",DE26B,0.753,0.843,0.456,0.289,2
"DE: Würzburg, Landkreis",DE26C,0.723,0.923,0.461,0.308,2
"DE: Augsburg, Kreisfreie Stadt",DE271,0.733,0.871,0.461,0.294,2
"DE: Kaufbeuren, Kreisfreie Stadt",DE272,0.716,0.255,0.459,0.084,1
"DE: Kempten (Allgäu), Kreisfreie Stadt",DE273,0.709,0.368,0.459,0.12,1
"DE: Chemnitz, Kreisfreie Stadt",DED41,0.75,0.733,0.901,0.495,3
DE: Schleswig-Flensburg,DEF0C,0.717,0.459,0.889,0.293,2
DE: Erzgebirgskreis,DED42,0.749,0.274,0.912,0.187,1
DE: Mittelsachsen,DED43,0.73,0.731,0.903,0.482,3
DE: Havelland,DE408,0.742,1.0,0.9,0.668,4
DE: Märkisch-Oderland,DE409,0.752,0.636,0.946,0.452,3
DE: Oberhavel,DE40A,0.744,1.0,0.893,0.664,4
DE: Salzlandkreis,DEE0C,0.734,1.0,0.93,0.683,4
DE: Eichsfeld,DEG06,0.758,0.694,0.824,0.433,3
DE: Nordhausen,DEG07,0.743,0.762,0.928,0.525,3
DE: Wartburgkreis,DEG0P,0.721,0.51,0.842,0.31,2
"DE: Cottbus, Kreisfreie Stadt",DE402,0.733,1.0,0.934,0.685,4
